museum_name,name,rating,review
Museum Kota Lama,Sun tea,5.0,"(Translated by Google) The museum is cool...using 3D effects. The last tour was very memorable, riding a miniature tram (city train) felt like I was on the street when I came here, when I was on Eid holidays....the ticket was free...when you don't need to register, just enter according to the schedule. (Original) Museumnya keren...pakai efek 3D. Tour terakhir sangat berkesan, naik miniatur trem (kereta kota) berasa di jalanan 😁 pas ke sini, pas libur lebaran....pas tiket gratis...pas ga perlu daftar, lsg masuk aja sesuai jadwal."
Museum Kota Lama,Nabila,5.0,"(Translated by Google) It's a really mind blowing place, from the outside it only looks like black triangular glass, before entering you have to book using the Lunpia application, the entry fee is free, when you enter there is a session so it's your turn per group, when you enter the temperature is checked and given a carry bag to store sandals because you can't wear them footwear, so as long as we are inside we are guided by our brother ""a very good and friendly guide, it's a unique photo spot"", really best, must try, especially young people! (Original) Mindblowing banget tempatnya, dari luar cuma keliatan kaca segitiga warna hitam, sebelum masuk harus booking pake aplikasi lunpia biaya masuknya gratis, waktu masuk ada sesi nya gitu jadi giliran per kloter, pas masuk di cek suhu dan dikasi tas jinjing untuk simpan sandal karena gabole pake alas kaki, jadi selama didalam kita dipandu sama kakak” pemandu yang baik dan ramah banget, buanya spot foto unik”, best banget sih must try apalagi anak muda!"
Museum Kota Lama,lila cyclist,4.0,"(Translated by Google) I thought there were relics in this museum, it turns out that visitors are invited to be nostalgic with a documentary video about Semarang. But the video is cool. You have to book the ticket first on the Lunpia app. (Original) Kupikir ada barang peninggalan apa di dalam musium ini, ternyata pengunjung diajak nostalgia dengan video dokumenter tentang Semarang. Tapi videonya keren sih. Kudu booking dulu tiketnya di aplikasi lunpia ya."
Museum Kota Lama,Luqna Haliya S. A,5.0,"(Translated by Google) Masya Allah.. I really like it.. Ama the museum.. The visualization is cool.. It's like passing through time across the galaxy.. The explanation of the tour guide is also easy to understand.. The session takes 30 minutes but it can take more hehe I took almost 1 hour to take pictures and was finally told to leave .. And free tickets.. Just install the Lunpia apk valid for 2 people.. maximum visitor capacity is 30 people but at that time there were not 30 people, only a few so it wasn't crowded.. Anyway, unforgettable experience 🙏💖😃😍🤩 (Original) Masya Allah.. Suka banget aku.. Ama museumnya.. Visualisasinya Keren.. Seperti menembus waktu melintasi galaksi.. Penjelasan tour guidenya juga mudah dipahami.. Sesi waktu 30 menit tapi boleh lebih hehe saya ampe hampir 1 jam foto2 dan akhirnya disuruh keluar.. Dan tiket gratis.. Cukup install apk Lunpia berlaku 2 org.. ☺ kapasitas pengunjung max 30 org tapi waktu Itu Gak Ada 30 org cuma sedikit jadi gak berdesakan.. Pokoknya pengalaman tidak terlupakan 🙏💖😃😍🤩"
Museum Kota Lama,Irin Sukma Hati,5.0,"(Translated by Google) I came in early April, the fee is free but you have to make a reservation through the Lunpia application. For parking, you can park next to Indomaret which is opposite the museum. Once inside, we are welcome to take off our footwear and are given a bag for our footwear which must be returned when leaving the museum. There is a tour guide who will explain from the beginning the city of Semarang was formed and in various eras. There is also the site of the original underground tram. Interesting and communicative. (Original) Saya datang di awal april, biaya gratis tapi harus reservasi dulu lewat aplikasi lunpia. Untuk parkir bisa parkir di sebelah indomaret yg ada di sebrang museum. Begitu masuk kita dipersilahkan untuk membuka alas kaki dan diberikan tas untuk tempat alas kaki kita yg harus dikembalikan pada saat akan keluar museum. Ada tour guide yg akan menjelaskan dari awal Kota Semarang terbentuk dan dalam berbagai era. Ada juga situs trem asli yg ada di bawah tanah. Menarik dan komunikatif."
Museum Kota Lama,menik sri hayati,5.0,"(Translated by Google) Came here because I joined a community playdate. The museum is small inside, its contents are about the history of the founding of the city of Semarang. Good enough for children's education. The garden area is also wide, there is a glass bridge. Can take photos and play in the garden area. It's just a shame if it's really hot during the day, maybe it's better to play a little late, or very early in the morning. (Original) Kesini karena ikut playdate komunitas. Museum dalamnya kecil, isinya tentang sejarah berdirinya kota Semarang. Cukup bagus untuk edukasi anak-anak. Area tamannya juga lebar, ada jembatan kaca. Bisa foto-foto dan main di area taman. Cuma sayang kalo siang panas banget, mungkin lebih baik mainnya agak sore, atau pagi banget sekalian."
Museum Kota Lama,khoir roni,4.0,"(Translated by Google) We are recommended to book tickets through the LUNPIA application, available on Google play, no fees, need an ID card and scan care to protect, Those who carry large bags can be deposited in the day care after entering the museum, Wearing footwear is not allowed, we are borrowed a bag to bring our own footwear, This is more of a digital museum with a cool projector (Original) Kita di anjurkan membooking tiket melalui aplikasi LUNPIA, tersedia di Google play, tidak ada pungutan biaya butuh KTP dan scan peduli lindungi, Yang membawa tas besar bisa di titipkan di penitipan setelah masuk ke dalam museum, Memakai alas kaki tidak diperkenankan, kita di pinjami kantong untuk membawa alas kaki masing-masing, Disini lebih ke digital museum Dengan projector yang keren"
Museum Kota Lama,Ahmarun,5.0,"(Translated by Google) Historical tour of the old town. The place is relatively new, closes at 15.30 at night you can still visit but outside, you can also go up to the roof of the museum (Original) Wisata sejarah dikota lama. Tempatnya tergolong baru, tutup jam 15.30 kalau malam masih bisa berkunjung tapi di luarnya aja, bisa juga naik ke atapnya museum"
Museum Kota Lama,dianayu 13,5.0,"(Translated by Google) heey.. The old city museum is free, but before you enter, you have to order a ticket according to the time you are going to visit on the Lunpia app, so you have to download the Lunpia app first, bro, the lady here is very friendly, hehe. oh yes, here there will be a tour guide who will accompany you for 30 minutes and will explain the history of the old city. when you enter you will be given a bag like a tote bag to carry your footwear, because here you are not allowed to wear footwear, guys.. exciting, recommend for those of you who want to know the history of the old city.. (Original) heeyy.. museum kota lama ini graris looh, tapi sebelum kalin masuk, kalian harus oesan tiket sesuai jam yg akan di kunjungi di aplikasi lunpia jadi kalian juga harus download aplikasi lunpia dulu yaa sblmnyaa, mas mbak disini dangat ramah sekaliii hehe. oh ya disini akan ada tour guide yg akan menemani kalian selama 30menit dan akan menjelaskan sejarah kota lama. saat kalian masuk kalian akan diberi tas semacam totebag untuk membaea alas kaki kalian, karena disini kalian tdknboleh mengenakan alas kaki ya guyss.. seruu, recommend buat kalian yg ingin tau sejarah kota lamaa.."
Museum Kota Lama,Muthia Nur Faizah,5.0,(Translated by Google) Didn't have time to enter the museum because it was too late. The museum's opening hours are 7 to 3 pm. But the outer court can still be visited. So far the outside view is good. (Original) Ga sempet masuk ke dalem museum karena kesorean. Jam buka museum pukul 7 sampai 3 sore. Tapi pelataran luar masih bisa dikunjungin. So far pemandangan luarnya bagus.
Museum Kota Lama,yoda lilik,3.0,"(Translated by Google) Suggestion: it is better for late visitors not to enter because it disturbs other visitors. still the history of Semarang which has not been explained by the tourgate (perhaps due to time constraints) I hope it is more complete. for the workers I hope they can be more friendly overall okay, keep growing (Original) saran : sebaiknya untuk pengunjung yang terlambat tidak perbolehkan masuk karna mengganggu pengunjung lain. masih sejarah semarang yang belum dijelas oleh tourgatenya (mungkin karna keterbatasan wakgu) saya harap lebih lengkap lagi. untuk para pekerja saya harap bisa lebih ramah lagi overall oke sih, terus berkembang ✌"
Museum Kota Lama,Fais Rokmawar D,5.0,"(Translated by Google) Very interesting, this museum completely explains the history of the city of Semarang. Suitable for people who are interested in history and ancient relics. There is no entry fee or it is free. You only need to download the Lunpia app for ticket reservations. Btw, tickets are limited, only for 10 people/session, while in a day there can be 4 or more sessions. You can't enter the museum with food/drink, just okay. There is a guide too, feels VIP. (Original) Sangat menarik, museum ini dg lengkap menjelaskan sejarah Kota Semarang. Cocok untuk orang-orang yang tertarik dengan sejarah dan benda-benda peninggalan zaman dulu. Tidak ada biaya masuk alias gratis. Teman-teman hanya perlu mengunduh aplikasi Lunpia untuk reservasi tiket. Btw, tiket terbatas yaa, hanya untuk 10 orang/sesi, sementara dalam sehari bisa ada 4 sesi atau lebih. Masuk ke museum tidak boleh membawa makanan/minuman yaa, pokoknyaa oke kok. Ada pemandunya jugaa, berasa VIP."
Museum Kota Lama,Ama Lina,4.0,"(Translated by Google) You have to come there on time, you can't be late, for example, you have to be late to create a new account & order another ticket with a schedule that still has a quota, but after entering the museum, I'm happy, I can add insight & the place is also clean, comfortable. (Original) Dateng kesana harus on time, nggak boleh telat, semisal telat harus bikin akun baru & pesan tiket lg dgn jadwal yg masih ada kuota, tp setelah bisa masuk ke museum seneng sih, bisa menambah wawasan & tempatnya juga bersih, nyaman."
Museum Kota Lama,Yoceline Clara Nathaniela Hermawan,5.0,"(Translated by Google) Kereenn!! The place is very clean, the staff is friendly, neatly arranged, comfortable, especially my sister at the front door before entering the museum, thank you, sis, very kind, very friendly! I don't regret coming here, it's the best museum in Indonesia anyway 😍❤️👍👏 for me, this is really, really cool!! Do you want to come here again or not 😂 (Original) Kereenn!! Tempatnya bersih bgt , petugasnya ramah² , tertata rapi , nyaman , terutama kakak yg depan bagian pintu sebelum masuk museum nya , makasih ya kak , baik bgt ramah bgt! Gak nyesel kesini , the best museum in indonesia lah pkoknya 😀😍❤️👍👏 bagiku ini bneran deh keren bangeeeeett!! Pengen kesini lg boleh gak sih 😂"
Museum Kota Lama,Alisa Alvi,5.0,"(Translated by Google) Glad to finally have this area made into a museum that is more useful than just a garden or shower. Satisfied with the museum tour service. Both the guide and security guard are friendly, and firm in the tour schedule so that nothing is delayed. The storytelling of the history of the city of Semarang is presented in a different way, not just looking at photos but also feeling the atmosphere of Semarang in the past via a 3D cinema, so it's not boring at all. So I'm more proud as a citizen of Semarang Success always huh (Original) Senang akhirnya area ini dibuat menjadi museum yang lebih berguna daripada sekedar taman atau pancuran. Puas juga dengan pelayanan tur museum. Baik guide dan satpamnya ramah, serta tegas dalam jadwal tur sehingga sehingga tidak ada yang molor. Penceritaan sejarah dari kota Semarang disajikan dengan cara berbeda, tidak hanya sekedar melihat foto tapi juga ikut merasakan suasana Semarang tempo dulu via bioskop 3D, jadinya sama sekali tidak membosankan. Jadi semakin bangga sebagai warga Semarang 🤗 Sukses selalu ya"
Museum Kota Lama,Vita Ayu Nurjanah,5.0,"(Translated by Google) Good museum. Outside the museum you can take pictures. Entrance to the museum is free, just keep it clean, take off your footwear. There is also a tour guide that explains. Cool. (Original) Bagus museumnya. Dibagian luar museum bisa utk berfoto. Masuk museum gratis, cukup jaga kebersihan, alas kaki di lepas. Ada tourguidenya juga yg menjelaskan. Keren."
Museum Kota Lama,Surya Anggara,5.0,(Translated by Google) Free. that's how it's educated. It's very interesting to go to the museum not only to take pictures but also to gain knowledge (Original) Gratis. udah gitu edukasinya dapet banget. sangat menarik kalo ke museum ga cuma foto2 doang tapi dapet pengetahuan
Museum Kota Lama,yunaf retnadi,4.0,(Translated by Google) the old city area is now starting to improve in the layout of the city so in the corner of the old city area that used to be a regular place is now transformed into new places with a millennial industrial style and attracts all eyes that pass through the area .. to enter the museum is still free by downloading the lunpia application (Original) kawasan kota lama sekarang mulai berbenah dalam tata letak kota jadi di sudut kawasan kota lama yang dlu jadi tempat biasa sekarang di rubah menjadi tempat-tempat baru dengan gaya industrial milenial dan menarik semua mata yang melintasi kawasan tersebut.. untuk masuk ke dalam museum masih gratis dengan download aplikasi lunpia
Museum Kota Lama,Acchedya Ashria R,5.0,"(Translated by Google) duhh, I forgot to take pictures of the outside, hahaha, this museum 4.0 is really cool, the history presentation uses immersive technology. during the session there is a tour guide, 1 session of 30 minutes contains 10 people. It's really sad that I can't invite my friends because the quota is full in the application, but when there are only 5 people who come (Original) duhh lupa bgt ngefoto bagian luarnya hahaha keren sih museum 4.0 ini, pemaparan sejarah2nya pake immersive technology gituu. selama sesi ada tour guidenya, 1 sesi 30 menit isinya 10 orang. sedih banget gabisa ajak temenku karena kuota penuh di aplikasi, tp pas disana cuma 5 org yg dateng💔"
Museum Kota Lama,penty kumaladewi,5.0,"(Translated by Google) Experience seeing the history of the formation of the Old City of Semarang. Communicative officer, instagramable place, okay parking (Original) Pengalaman melihat sejarah terbentuknya Kota Lama Semarang. Petugas komunikatif, tempat instagramable, parkir oke"
Museum Kota Lama,errin setyowati,5.0,"(Translated by Google) Wow, that's crazy, the museum is cool, located in the middle of the city. Entrance to the museum is free but there is a daily quota. When in the museum there is a tour guide who explains the history of Semarang in very detail (Original) Wah gila sih, museumnya keren lokasinya di tengah kota. Masuk ke museum gratis tpi perharinya ada kuota. Waktu di dalam museum ada tour guide nya dijelasin sejarah semarang sangat detail"
Museum Kota Lama,Zavira Ika R,5.0,"(Translated by Google) Recommended to visit when in Semarang City. Go and learn in a fun way. Tickets are free, but you have to order via the Lunpia app if you want to take part in the session inside the museum. The guide explains very nicely about the city of Semarang & the Old City. (Original) Recommended untuk dikunjungi saat ke Kota Semarang. Jalan2 sekalian belajar dengan cara yg menyenangkan. Tiketnya gratis, tapi harus pesen dulu via app Lunpia kalau mau ikut sesi di dalam museumnya. Guidenya menjelaskan dengan sangat apik ttg sejaka Kota Semarang & Kota Lama."
Museum Kota Lama,meme cahyadi,5.0,"(Translated by Google) The history of the city of Semarang, especially the old city, is described with immersive technology, fully explained by a friendly tour guide. (Original) Sejarah kota Semarang khususnya kota lama digambarkan dengan teknologi imersif, dijelaskan secara lengkap oleh seorang tour guide yang ramah."
Museum Kota Lama,dyan p saputra,5.0,"(Translated by Google) One of the new museums in Semarang, which tells about the history of the city of Semarang, especially the old city To enter this museum for free, there is no entry ticket, but for the next we have to book tickets through the Lunpia application (Original) Salah satu meseum baru disemarang, didalamnya menceritakan tentang sejarah kota semarang khususny kota lama Untuk masuk museum ini gratis tidak dikenakan tiket masuk, tapi untuk selanjutnya kita harus booking tiket melalui aplikasi lunpia"
Museum Kota Lama,Eko Fajar,5.0,"(Translated by Google) The buildings are still relatively new erected, Previously, this location was called the Bubakan roundabout, in which there was only a pool and fountain. When they were about to be renovated, when they were excavated, they found a wall of an old building that was said to be a fortress during the Dutch era. Then the construction was replaced with the creation of this museum. Haven't had time to get in here yet, just in the yard. (Original) Bangunan yang terhitung masih baru didirikan, Dulunya lokasi ini namanya bundaran bubakan yang didalamnya cuma ada kolam dan air mancur saja. Saat mau direnovasi pas digali ditemukan tembok bangunan tua yang katanya benteng pas jaman Belanda. Kemudian pembangunan diganti dengan pembuatan museum ini. Belum sempat masuk kesini sih, cuma dihalamanmya saja."
Museum Kota Lama,Mashudi Dewantara,5.0,"(Translated by Google) Twilight in the city of Semarang is very amazing It's like deja vu when you're dreaming. Even though I just went to Semarang for the first time Yes, hope to see you again (Original) Senja di kota semarang sangat amaziiing Seperti dejavu waktu itu dimimpi. Padahal baru saja ke Semarang pertama kali Ya semoga berjumpa kembali"
Museum Kota Lama,azam jauhari,5.0,(Translated by Google) A historical tourist spot in the middle of the Bubakan roundabout. You have to install the Lunpia application first to be able to enter. Beside there is also parking using e-pay (Original) Tempat wisata bersejarah di tengan bunderan Bubakan. Harus instal aplikasi Lunpia dulu untuk bisa masuk. Sampingnya juga ada parkir pakai e-pay
Museum Kota Lama,Princheta Anastasia,5.0,"(Translated by Google) In addition to being a historical place because of the discovery of the railroad track site, it also provides a clear overview of the history of the city of Semarang in audio-visual form and ancient items found during the repair of the park. (Original) Selain mjd tempat bersejarah krn ditemukannya situs bantalan rel KA juga menyajikan ulasan sejarah kota Semarang dg gamblang dlm bentuk audio visual dan brg² kuno yg ditemukan saat perbaikan taman"
Museum Kota Lama,Ardhi Jatmiko,3.0,"(Translated by Google) Study. instead the history of the museum content needs to be improved. Waiting room facilities are also lacking because they have to be heated outside... yes, because of limited space. Keep it up! (Original) Belajar. instead history konten museum nya perlu ditingkatkan. Sarana ruang tunggu jg kurang krn harus pepanas di luar..ya krn keterbatasan tempat. Keep it up!"
Museum Kota Lama,Audias,5.0,(Translated by Google) Each visit session is accompanied by a tour guide. The way to tell the history of Semarang and the Kota Lama Museum is very interesting 👍 (Original) Tiap sesi kunjungan didampingi tour guide. Caranya menceritakan sejarah Semarang dan Museum Kota Lama sangat menarik 👍
Museum Kota Lama,Anindyta D,4.0,"(Translated by Google) It's a bit complicated because it turns out that purchasing tickets must go through an application. The ticket quota is also limited to only 30 people/session. Parking is difficult, please provide parking space immediately. If you take a car, it is very difficult to park because you have to park on the side of the road. (Original) Agak ribet karena ternyata pembelian tiket harus melalui aplikasi. Kuota tiketnya juga terbatas hanya 30orang/sesi. Parkiran susah, tolong segera sediakan lahan parkir, Kalo Naik mobil susah bgt parkirnya karena harus parkir di pinggir jalan."
Museum Kota Lama,Nisyaisti ratnasari,5.0,"(Translated by Google) Very impressive and adds insight into the history of the founding of my hometown, Semarang City (Original) Sangat berkesan sekali dan menambah wawasan mengenai sejarah berdirinya kota kelahiran saya yaitu Kota Semarang"
Museum Kota Lama,Cintika YS,5.0,"(Translated by Google) The place is in the middle of the road. You can park in front of Indomaret or in front of CIMB Bank. A museum in which there is an immersive room in which there is a video that tells about the history of how Semarang was formed and the story of the infrastructure in Semarang. The room is small but full of history. Suitable for school or college children who are steeped in the history of Semarang. Ticket fee is free. How to register through the Lunpia application, one application can be used by many people or it can also use an ID card. Before entering, they are checked about the completeness of the vaccine or can show a vaccine certificate. The time for listening to the explanation is approximately 38 minutes. Can take photos too but not for product photos for commercial purposes. In the last room, we seem to be transported to the past, which still uses trains as transportation. The train is rideable and can vibrate like actually riding a train. For small children it may not be suitable because in this museum we listen to the guide's explanation more. Applause for the guide who clearly explains the history of Semarang. Thank you Old Town Museum team. (Original) Tempatnya berada di tengah jalan. Untuk parkirnya bisa di depan Indomaret atau di depan Bank CIMB. Museum yang di dalamnya ada ruang immersive yang di dalamnya ada video yang menceritakan tentang sejarah bagaimana Semarang terbentuk dan cerita sarana prasarana yang ada di Semarang. Ruangannya memang kecil namu sarat akan sejarah. Cocok untuk anak sekolah atau kuliah yang mendalami tentang sejarah Semarang. Biaya tiket gratis. Cara daftarnya melalui aplikasi Lunpia, satu aplikasi dapat digunakan oleh orang banyak atau bisa juga menggunakan KTP. Sebelum masuk dicek tentang kelengkapan vaksin atau bisa menunjukkan sertifikat vaksin. Untuk waktunya selama mendengarkan penjelasan kurang lebih 38 menit. Bisa mengambil foto juga namun tidak boleh untuk foto produk dalam tujuan komersil. Di ruangan terakhir, kita seakan dibawa ke masa lalu yang masih menggunakan kereta sebagai transportasi. Keretanya bisa dinaiki dan bisa bergetar seperti benar-benar naik kereta. Bagi anak kecil mungkin tidak cocok karena di museum ini kita lebih banyak mendengarkan penjelasan guide nya. Applause untuk guide nya yang secara gamblang menjelaskan tentang sejarah Semarang. Terima kasih tim Museum Kota Lama."
Museum Kota Lama,iin safila,4.0,"(Translated by Google) The location is open, quite clean, to enter the museum to buy tickets, you have to book using the Lunpia application, but unfortunately one cellphone number can only be used to book 1 ticket, so it's a bit inconvenient if you want to take the kids here (Original) Lokasinya di bubakan, cukup bersih, untuk masuk ke museum pembelian tiket harus booking menggunakan aplikasi Lunpia, tapi sayang satu no handphone hanya bisa untuk booking 1 tiket jadi agak merepotkan kalo mau ajak anak2 kesini"
Museum Kota Lama,Febri Candra,4.0,"(Translated by Google) It's still very hot outside, but inside there's a lot of new knowledge about Semarang (Original) Di luar nya masih panas banget, tpi didalam nya banyak ilmu baru mengenai semarang"
Museum Kota Lama,Reinata Salsabila,5.0,"(Translated by Google) For HTM free, this really works, the atmosphere of the museum feels modern but also modern. The TL is also very informative. (Original) Untuk HTM freee ini work it banget, suasana museum nya kerasa tapi modern nya juga. TL nya juga informatif banget."
Museum Kota Lama,Rizkixxx,4.0,"(Translated by Google) Finally got to make it to the museum which is still relatively new. To enter, you need a reservation through the Lunpia application. In my opinion, it makes sense if you have to make a reservation first, because you will be accompanied by a tour guide and divided into several sessions. And this is FREE, absolutely free. Now what is not right for me is that when waiting for a session, there is no shady place. There are chairs, but it's hot when you sit there. For the inside of the museum, in my opinion, the collection is small, but quite informative. If you feel it is not informative, you can still ask the tour guide. Overall, it's worth the visit, let alone it's free. (Original) Akhirnya kesampaian juga buat ke museum yang masih tergolong baru ini. Untuk masuknya perlu reservasi melalui aplikasi Lunpia. Menurut saya masuk akal ya kalau harus reservasi dulu, soalnya bakal ditemani tour guide dan dibagi menjadi beberapa sesi. Dan ini FREE, tidak dipungut biaya sama sekali. Nah yang kurang pas bagi saya adalah ketika menunggu sesi, tidak ada tempat yang teduh. Ada sih kursi, tapi panas2an kalau duduk disitu. Untuk bagian dalam museumnya menurut saya sih hmm koleksinya memang sedikit tapi cukup informatif. Kalau dirasa kurang informatif pun masih bisa tanya ke tour guide nya. Overall worth to visit sih, apalagi free ya."
Museum Kota Lama,dewirahmaayee,5.0,"(Translated by Google) Free entry to the Lunpia application. Because it's free, 5 stars are sufficient to represent. The visuals are solid. (Original) Gratis masuk vua aplikasi lunpia.krn ini gratis bintang 5 sdh ckup mewakili.visualnya mantap."
Museum Kota Lama,Reynaldi Re,5.0,"(Translated by Google) The guide's explanation is very clear, the immersion is interesting, the experience can be (Original) Pemandu penjelasannya sangat jelas ,immersionnya menarik ,pengalamannya dapat"
Museum Kota Lama,Khaeruddin Yusup,5.0,(Translated by Google) Great..feels like in the old days..cooler than Kotatua Jakarta (Original) Mantap..serasa di zaman lama..lebih keren dari kotatua jakarta
Museum Kota Lama,Ani Nurhidayati,5.0,"(Translated by Google) Good and friendly service, the place is clean. Great for educating children and parents. (Original) Pelayanan bagus dan ramah, tempatnya bersih. Bagus utk edukasi anak dan orangtua."
Museum Kota Lama,Dwida Nanto,5.0,"(Translated by Google) Just come, just so you know, the explanation is cool & easy to understand.. Even though the place is not too big, but satisfied when it comes 👍👍 (Original) Datang ajalah pokoknya biar tau, dijelaskannya asik & mudah dimengerti.. Walaupun gk terlalu besar tempatnya tapi puas saat datang 👍👍"
Museum Kota Lama,Muhammad Alif,5.0,(Translated by Google) Suitable for friends who are looking for education about the old city (Original) Cocok untuk temen2 yang mencari edukasi tentang kota lama
Museum Kota Lama,033_Arnita Hasna Wijayanti,5.0,"(Translated by Google) Free entry, order tickets via the Lunpia apk. Not bad for adding insight because there is a tour guide as well (Original) Gratis masuknya, pesen tiket lwt apk Lunpia. Lumayan buat nambah wawasan karna ada tour guide nya sjuga wkwk"
Museum Kota Lama,Ajeng Cahya,5.0,"(Translated by Google) Really, I got to know a little bit more about Semarang through the old city museum (Original) Sungguh,saya jadi tau sedikit banyak tentang semarang lewat museum kota lama"
Museum Kota Lama,Budi Fathuttamam,5.0,"(Translated by Google) the place is suitable for hanging out at night, there are also many good lights (Original) tempatnya cocok untuk nongkrong kalo malam, bagus juga banyak lampu lampu"
Museum Kota Lama,CHAKULA KITAMU,5.0,(Translated by Google) you have to use an application if you want to come here & have to make a reservation for arrival (Original) harus pake aplikasi jika ingin kesini & harus jauh2 hari reservasi kedatangan
Museum Kota Lama,Jati Wardhana,5.0,"(Translated by Google) The atmosphere is very vintage, especially at night, there are many photo spots that are good at night (Original) Suasananya vintage banget , apalagi kalau malem banyak spot spot foto yang yahud kalo malem"
Museum Kota Lama,haryoko yoko,5.0,"(Translated by Google) Although the shape is small, because it was not used as a museum, it was first built, in line with the construction, a cultural heritage was found, that's why a museum building was built behind the polder (flood control park) (Original) Walaupun bentuk nya kecil,karena dulu bukan untuk museum pertama kali di bangun,,,sejalan pas pembangunan di temukan cagar budaya makanya di buat kan gedung museum di belakang polder(taman pengendali banjir)"
Museum Kota Lama,Firdhanita Syafani,5.0,"(Translated by Google) It's really fun to be explained by the guide the forerunner of Semarang in 30 minutes, there's also an audio visual. The html is free but you have to book tickets via the Lunpia app, 1 session is only for 30 people. Worth it if you go to Semarang here (Original) Seru banget dijelasin sama pemandunya cikal bakal adanya semarang dalam 30 menit ada audio visualnya jugak. Htm nya gratis tapi harus booking tiket via app lunpia, 1 sesi cuma untuk 30 org. Worth it kalo ke semarang kesini"
Museum Kota Lama,febriyana rizki salsabila,4.0,"(Translated by Google) Those who want to enter the old city museum should order a ticket far in advance, at least 7 days, it's free for entry, so order the ticket on the Lunpia application (Original) Yang mau masuk ke museum kota lama sebaiknya pesan tiket jauh"" hari dlu pling ngga h-7 hari, gratis untuk masuknya cmn ya pesen tiket nya di aplikasi lunpia"
Museum Kota Lama,Kun hayyuningtyas,5.0,"(Translated by Google) from the outside it looks really good, but if you want to enter, order tickets online first, wow, it's really good (Original) dari luarnya bagus bgttttt, tapi kalo mau masuk pesen tiketnya online duluuuuu, aaa bagus bgtttttt"
Museum Kota Lama,Luhdrini Nilamtiti Dampararas,5.0,"(Translated by Google) The location of this museum is very strategic. One of the educational tourism destinations in the city of Semarang. If you want to stop by here, look for the ticket first in the Lunpia application so you can get the slot (Original) Lokasi Museum ini sangat strategis. Salah satu tujuan wisata edukasi di Kota Semarang. Kalau mau mampir ke sini cari tiketnya dulu di aplikasi Lunpia ya biar dapat slotnya ✨👌"
Museum Kota Lama,Youlia Deva,5.0,"(Translated by Google) Haven't come in yet. But outside, it looks like it's in. So if you want to enter, you have to use the application so that you can enter and it's free. That's why I didn't go in because I only took pictures outside. As far as I know there is also a spectacle that shows the history of the old city. It seems that it opens a bit late because when I was there it was still quiet. (Original) Belum masuk sih. Tapi diluar udah keliatan masuk. Jadi kalau mau masuk harus pake aplikasi gitu supaya isa masuk dan free yah. Makanya ku ga masuk karena q emang cuma foto2 aja diluar nya. Setahu saya disana juga ada tontonan yang memperlihatkan sejarah kota lama yah. Sepertinya buka nya agak siang karena saya kesana masih sepi."
Museum Kota Lama,Anisha Zulfa,5.0,"(Translated by Google) The place is good, entry is free. Book first via the lunpia app (Original) Tempatnya bagus, masuk free. Booking dulu via aps lunpia"
Museum Kota Lama,Kau Hong Lim,4.0,"(Translated by Google) Yes, you can only enter in front of you, free entry / without a ticket, but you have to download the application first, according to the appointment time, the entry quota is determined, still prokes (Original) Yaaa cuma bisa didepan saja, masuk gratis/ tanpa tiket ktnya, tapi mesti downlund aplikasi lebih dulu, sesuai jam janji, jatah masuk ditentukan, tetap prokes juga"
Museum Kota Lama,Aprilia hestuningrum,5.0,"(Translated by Google) love to ride the train and ride the boat, over the glass bridge (Original) senang menaiki kereta api dan naik perahu, melewati jembatan kaca"
Museum Kota Lama,salik sabilallah,5.0,(Translated by Google) Spacious clean comfortable for family photos (Original) Luas bersih nyaman untuk foto keluarga
Museum Kota Lama,M Rizal Kurniawan,5.0,(Translated by Google) Great.. Semarang is getting cleaner.. (Original) Mantapp..semarang semakin bersihh..
Museum Kota Lama,Dhevina Aqilla,5.0,"(Translated by Google) It's fun at the old city museum, because you can learn history as well as have a vacation (Original) Seru di museum kota lama, karena bisa belajar sejarah sekaligus liburan"
Museum Kota Lama,Minayu Tri,4.0,"(Translated by Google) Can't enter the museum, because you have to register and there are sessions (Original) Tidak bisa masuk museum..., karena harus daftar dan ada sesi - sesinyaa"
Museum Mandala Bhakti,Ann,5.0,"I visited this place on a workday. The ticket was only IDR5.000 /person, so cheap yet you'll discover tons of wonders inside the museum—it was all about Diponegoro and the era of pre-proclamation in Indonesia. You'll learn many things you haven't even seen in your normal history book before🤣. Loved this place so much! You can find various restaurants around the museum area too!"
Museum Mandala Bhakti,Muhammad Rifky Wibisana,5.0,"Loved the diorama, the building might looks old from out side, but the inside part is just amazing filled with Pangeran Diponegoro chronicle and early-independence military history"
Museum Mandala Bhakti,Theresia Ayu,5.0,"Like the other museums, this place has those kind of quiet scary vibes. There are not a lot of people whose visits this museum. If you're look for something to eat, you can get a lot of food around the museumVisited on Weekend Wait time No wait Reservation recommended Yes …More"
Museum Mandala Bhakti,BLESSING INDONESIA,5.0,Nice museum and now quite very crowded with the rest cafe food areas.Recommend the Ilat Jowo Traditional Java sundanese food. So good n fresh veggies n sambal are so good
Museum Mandala Bhakti,Rohati Nurfitriasari,5.0,"An iconic place, now it have Starbucks & restaurants, usually at night, there were also angkringan in front of it ( street side food for cheap ). I heard that there were a spooky hospital behind it long time ago."
Museum Mandala Bhakti,Shei,5.0,Used as Arms storage under Kodam ArmyThere's also some replicas depicting Diponegoro's belongingsAlso provides food courtVisited on Weekday Wait time No wait Reservation recommended No …More
